alert_id,transaction_id,alert_type,alert_date,resolved,resolution_date,remarks,resolution_time,resolution_date_corrected
alert110708,txn10010708,suspicious_login,24-01-2025,TRUE,25-01-2025 21:24,Shake popular measure case commercial.,21:24:51,25-Jan-2025
alert168814,txn10068814,unusual_time,22-03-2025,TRUE,24-03-2025 12:57,Seat hair cost consider skill look.,12:57:45,24-Mar-2025
alert124656,txn10024656,suspicious_login,17-11-2024,TRUE,18-11-2024 19:37,Follow then its suddenly growth keep.,19:37:00,18-Nov-2024
alert197673,txn10097673,unusual_time,30-03-2024,TRUE,02-04-2024 13:51,Stop instead both middle response rich various.,13:51:26,02-Apr-2024
alert146677,txn10046677,unusual_time,09-07-2024,TRUE,11-07-2024 07:04,Product reduce argue.,07:04:04,11-Jul-2024
alert110993,txn10010993,unusual_time,17-07-2025,TRUE,20-07-2025 06:36,Remember student step several image together resource.,06:36:32,20-Jul-2025
alert151466,txn10051466,suspicious_login,09-01-2025,TRUE,11-01-2025 02:56,Wish indicate risk news agreement third dream city.,02:56:21,11-Jan-2025
alert158825,txn10058825,unusual_time,04-09-2024,FALSE,,Few part week environment foreign enjoy.,00:00:00,00-Jan-1900
alert183970,txn10083970,unusual_amount,05-07-2025,TRUE,05-07-2025 22:05,Area stage already always.,22:05:35,05-Jul-2025
alert165090,txn10065090,suspicious_login,02-08-2024,FALSE,,Measure relationship fish human official quite argue.,00:00:00,00-Jan-1900
alert192001,txn10092001,suspicious_login,21-07-2025,TRUE,21-07-2025 18:35,We animal keep accept wish effort.,18:35:06,21-Jul-2025
alert176343,txn10076343,suspicious_login,13-05-2025,TRUE,14-05-2025 12:29,Set score voice mind audience ok.,12:29:37,14-May-2025
alert119727,txn10019727,unusual_amount,01-08-2025,TRUE,02-08-2025 06:14,Daughter positive hard play.,06:14:14,02-Aug-2025
alert127266,txn10027266,unusual_time,05-08-2025,TRUE,06-08-2025 08:06,Just figure start rule billion dinner.,08:06:42,06-Aug-2025
alert116601,txn10016601,unusual_time,28-05-2025,TRUE,28-05-2025 21:03,Popular hard make.,21:03:26,28-May-2025
alert139765,txn10039765,unusual_amount,07-06-2025,TRUE,09-06-2025 14:08,Hold imagine politics art article.,14:08:52,09-Jun-2025
alert142445,txn10042445,unusual_amount,18-07-2025,TRUE,19-07-2025 18:37,Doctor director serve none still measure.,18:37:57,19-Jul-2025
alert187403,txn10087403,suspicious_login,30-04-2025,TRUE,02-05-2025 08:51,Station morning standard.,08:51:17,02-May-2025
alert196069,txn10096069,frequent_failure,13-06-2025,TRUE,15-06-2025 21:37,Life Democrat know son.,21:37:00,15-Jun-2025
alert177793,txn10077793,unusual_time,03-07-2025,TRUE,04-07-2025 02:01,Result it apply.,02:01:12,04-Jul-2025
alert104627,txn10004627,unusual_amount,28-11-2024,TRUE,01-12-2024 17:44,Part along after indeed cover prepare.,17:44:16,01-Dec-2024
alert110473,txn10010473,suspicious_login,27-09-2024,TRUE,28-09-2024 20:48,Size piece also east.,20:48:52,28-Sep-2024
alert138148,txn10038148,frequent_failure,23-12-2024,FALSE,,Order stand realize marriage.,00:00:00,00-Jan-1900
alert117029,txn10017029,frequent_failure,21-10-2024,TRUE,23-10-2024 01:55,Wrong right action interest able design.,01:55:27,23-Oct-2024
alert171786,txn10071786,unusual_time,27-07-2025,TRUE,28-07-2025 18:19,Safe order wife individual catch position.,18:19:26,28-Jul-2025
alert140206,txn10040206,unusual_time,31-03-2024,TRUE,01-04-2024 03:35,Simply power series.,03:35:38,01-Apr-2024
alert110464,txn10010464,suspicious_login,06-02-2025,TRUE,06-02-2025 16:34,Society meet picture situation stay middle air.,16:34:39,06-Feb-2025
alert130975,txn10030975,unusual_time,11-04-2025,TRUE,11-04-2025 19:53,Exist environment gas foot my different across art.,19:53:55,11-Apr-2025
alert156401,txn10056401,unusual_amount,16-02-2025,TRUE,18-02-2025 11:59,Lead big also sing there.,11:59:32,18-Feb-2025
alert158399,txn10058399,unusual_time,24-03-2025,TRUE,27-03-2025 10:26,Century foreign perform speak task guess.,10:26:32,27-Mar-2025
alert157829,txn10057829,unusual_amount,21-05-2025,TRUE,24-05-2025 19:54,However source music glass prove really record expect.,19:54:17,24-May-2025
alert156204,txn10056204,frequent_failure,01-08-2025,TRUE,03-08-2025 19:04,Low represent little for box.,19:04:55,03-Aug-2025
alert102076,txn10002076,suspicious_login,02-06-2025,TRUE,04-06-2025 14:56,Near growth section size campaign.,14:56:51,04-Jun-2025
alert105405,txn10005405,frequent_failure,14-07-2024,TRUE,15-07-2024 01:22,Store director benefit which.,01:22:59,15-Jul-2024
alert117751,txn10017751,unusual_amount,12-11-2024,TRUE,14-11-2024 01:37,Rise born coach much church.,01:37:36,14-Nov-2024
alert142530,txn10042530,unusual_time,25-07-2023,FALSE,,Through population event.,00:00:00,00-Jan-1900
alert137565,txn10037565,unusual_time,10-12-2024,TRUE,13-12-2024 18:41,Black occur suffer long allow.,18:41:32,13-Dec-2024
alert137670,txn10037670,frequent_failure,08-07-2025,TRUE,10-07-2025 09:03,Truth might market understand before indeed wait door.,09:03:59,10-Jul-2025
alert117819,txn10017819,unusual_time,08-04-2025,TRUE,10-04-2025 09:29,Way remain behavior either one include.,09:29:32,10-Apr-2025
alert143039,txn10043039,frequent_failure,20-07-2025,TRUE,23-07-2025 05:56,So either price doctor.,05:56:58,23-Jul-2025
alert172262,txn10072262,unusual_amount,22-06-2025,TRUE,24-06-2025 15:46,Far movement participant structure final.,15:46:00,24-Jun-2025
alert197000,txn10097000,frequent_failure,30-04-2025,TRUE,30-04-2025 17:41,Hard leave baby control prevent.,17:41:47,30-Apr-2025
alert199619,txn10099619,unusual_time,04-05-2025,FALSE,,Tonight than hotel arm court east member.,00:00:00,00-Jan-1900
alert128398,txn10028398,unusual_time,26-07-2025,TRUE,28-07-2025 01:19,Enough help want development surface PM middle reach.,01:19:52,28-Jul-2025
alert167875,txn10067875,unusual_amount,15-06-2024,TRUE,17-06-2024 13:00,Culture public first thousand charge.,13:00:14,17-Jun-2024
alert198588,txn10098588,suspicious_login,05-03-2024,TRUE,06-03-2024 18:58,Material blood admit piece.,18:58:11,06-Mar-2024
alert112054,txn10012054,frequent_failure,26-06-2025,TRUE,27-06-2025 00:42,Crime could allow beautiful water majority red.,00:42:23,27-Jun-2025
alert123437,txn10023437,suspicious_login,19-07-2025,TRUE,20-07-2025 22:58,Stay just down statement.,22:58:45,20-Jul-2025
alert172687,txn10072687,unusual_time,03-08-2025,TRUE,05-08-2025 13:15,Appear decide rule poor.,13:15:06,05-Aug-2025
alert171154,txn10071154,frequent_failure,30-05-2025,TRUE,01-06-2025 14:15,Matter compare big reveal garden able.,14:15:15,01-Jun-2025
alert194475,txn10094475,unusual_amount,30-01-2023,TRUE,01-02-2023 22:13,Improve opportunity nearly establish pull.,22:13:28,01-Feb-2023
alert158614,txn10058614,frequent_failure,08-06-2025,TRUE,09-06-2025 18:42,Amount life high often.,18:42:25,09-Jun-2025
alert138798,txn10038798,unusual_time,19-05-2025,TRUE,21-05-2025 10:13,Old cold who win century population understand water.,10:13:57,21-May-2025
alert122551,txn10022551,unusual_amount,21-07-2025,TRUE,24-07-2025 06:14,Political rest need allow theory.,06:14:59,24-Jul-2025
alert189896,txn10089896,unusual_time,15-05-2025,TRUE,16-05-2025 14:15,Fall get his hundred play matter may.,14:15:37,16-May-2025
alert159043,txn10059043,frequent_failure,21-07-2025,FALSE,,Training bag weight since help.,00:00:00,00-Jan-1900
alert154967,txn10054967,unusual_time,31-07-2025,TRUE,03-08-2025 12:28,Or every lawyer scientist detail little group.,12:28:08,03-Aug-2025
alert111225,txn10011225,unusual_amount,21-04-2023,TRUE,23-04-2023 18:24,Test order national less which.,18:24:30,23-Apr-2023
alert165210,txn10065210,suspicious_login,24-06-2024,TRUE,25-06-2024 11:17,None prevent walk when popular.,11:17:48,25-Jun-2024
alert132584,txn10032584,unusual_time,04-07-2025,FALSE,,Movement cultural consider whether nature finish.,00:00:00,00-Jan-1900
alert103615,txn10003615,unusual_amount,30-07-2025,TRUE,01-08-2025 11:49,Group sport hospital cost officer industry seven.,11:49:19,01-Aug-2025
alert130568,txn10030568,unusual_time,31-05-2025,TRUE,01-06-2025 06:36,Ahead business whether.,06:36:47,01-Jun-2025
alert158051,txn10058051,suspicious_login,01-08-2025,FALSE,,Southern others here parent back as hour beyond.,00:00:00,00-Jan-1900
alert195882,txn10095882,frequent_failure,19-03-2025,TRUE,20-03-2025 11:02,Low exactly project against.,11:02:52,20-Mar-2025
alert192831,txn10092831,suspicious_login,30-06-2025,TRUE,02-07-2025 22:48,Effect develop government actually effort newspaper.,22:48:16,02-Jul-2025
alert196669,txn10096669,frequent_failure,05-08-2025,TRUE,06-08-2025 08:06,Imagine keep nearly especially movement certainly beyond.,08:06:42,06-Aug-2025
alert120473,txn10020473,unusual_time,16-06-2024,TRUE,18-06-2024 05:45,For year effect four world.,05:45:38,18-Jun-2024
alert191499,txn10091499,suspicious_login,30-07-2025,TRUE,01-08-2025 09:51,Two rate I he call how begin piece.,09:51:40,01-Aug-2025
alert157075,txn10057075,suspicious_login,07-03-2025,FALSE,,Teacher usually believe theory whatever.,00:00:00,00-Jan-1900
alert117030,txn10017030,suspicious_login,02-07-2025,TRUE,03-07-2025 00:41,He scientist ok reality near.,00:41:39,03-Jul-2025
alert150803,txn10050803,frequent_failure,21-07-2025,TRUE,24-07-2025 02:01,World chance message suddenly under cup article.,02:01:32,24-Jul-2025
alert102348,txn10002348,unusual_amount,01-07-2025,TRUE,03-07-2025 12:45,Event everybody individual fall budget money.,12:45:59,03-Jul-2025
alert127265,txn10027265,unusual_time,23-09-2024,TRUE,25-09-2024 18:13,Response pull its address drug stay firm.,18:13:45,25-Sep-2024
alert130279,txn10030279,unusual_time,30-08-2024,TRUE,30-08-2024 17:11,Mission world then imagine southern step.,17:11:46,30-Aug-2024
alert165771,txn10065771,unusual_time,19-05-2025,TRUE,20-05-2025 12:30,I word site.,12:30:58,20-May-2025
alert178671,txn10078671,suspicious_login,04-12-2023,TRUE,05-12-2023 11:02,Lead raise watch lawyer.,11:02:38,05-Dec-2023
alert148302,txn10048302,unusual_amount,28-06-2025,TRUE,30-06-2025 06:10,Likely condition respond might.,06:10:17,30-Jun-2025
alert189087,txn10089087,frequent_failure,29-06-2024,TRUE,02-07-2024 03:49,Say drop piece sea speak price.,03:49:07,02-Jul-2024
alert171332,txn10071332,suspicious_login,02-07-2025,TRUE,04-07-2025 09:10,Part Republican himself college figure.,09:10:14,04-Jul-2025
alert108604,txn10008604,suspicious_login,18-12-2022,TRUE,21-12-2022 16:06,Plan stay list treatment pick.,16:06:08,21-Dec-2022
alert120831,txn10020831,suspicious_login,17-07-2023,TRUE,17-07-2023 22:00,Any Republican understand too fine start everyone.,22:00:52,17-Jul-2023
alert141811,txn10041811,suspicious_login,31-07-2025,TRUE,01-08-2025 05:55,Pm interesting reduce war second scene.,05:55:23,01-Aug-2025
alert193713,txn10093713,unusual_time,30-03-2024,FALSE,,Benefit open son within four.,00:00:00,00-Jan-1900
alert181814,txn10081814,unusual_time,29-05-2025,TRUE,29-05-2025 14:29,Industry mention rate culture.,14:29:21,29-May-2025
alert140272,txn10040272,suspicious_login,27-07-2025,TRUE,27-07-2025 10:30,History special everything reason song possible Mrs budget.,10:30:35,27-Jul-2025
alert144093,txn10044093,unusual_amount,17-11-2023,TRUE,18-11-2023 03:29,Through ten professor PM feeling agency society.,03:29:41,18-Nov-2023
alert172998,txn10072998,suspicious_login,28-03-2025,TRUE,29-03-2025 23:38,Need although game safe provide.,23:38:33,29-Mar-2025
alert192970,txn10092970,frequent_failure,08-03-2025,TRUE,10-03-2025 12:26,Central three maintain recognize board before.,12:26:31,10-Mar-2025
alert131819,txn10031819,frequent_failure,01-08-2025,TRUE,02-08-2025 07:18,Assume action focus fine simply away animal.,07:18:45,02-Aug-2025
alert120970,txn10020970,unusual_amount,11-10-2022,FALSE,,Front poor officer condition our for will.,00:00:00,00-Jan-1900
alert136380,txn10036380,unusual_amount,23-07-2024,FALSE,,Education field serve floor.,00:00:00,00-Jan-1900
alert148439,txn10048439,frequent_failure,01-08-2025,TRUE,03-08-2025 13:12,Music industry nothing.,13:12:14,03-Aug-2025
alert166084,txn10066084,unusual_amount,03-08-2025,TRUE,04-08-2025 22:02,Scientist back art single speech fight sit.,22:02:39,04-Aug-2025
alert118371,txn10018371,frequent_failure,24-02-2025,FALSE,,Three protect somebody strategy.,00:00:00,00-Jan-1900
alert126213,txn10026213,frequent_failure,06-10-2024,TRUE,07-10-2024 12:13,Yet necessary free produce charge according.,12:13:01,07-Oct-2024
alert193000,txn10093000,unusual_amount,07-07-2025,TRUE,08-07-2025 05:44,Provide common heart company require fine.,05:44:07,08-Jul-2025
alert121713,txn10021713,unusual_amount,06-07-2025,TRUE,09-07-2025 05:56,Phone little letter model off speech social.,05:56:44,09-Jul-2025
alert190017,txn10090017,frequent_failure,11-06-2025,TRUE,12-06-2025 05:16,Discuss trouble hot standard brother either admit.,05:16:45,12-Jun-2025
alert107712,txn10007712,unusual_amount,28-02-2022,TRUE,02-03-2022 10:40,Herself police especially model beyond.,10:40:41,02-Mar-2022
alert199897,txn10099897,unusual_amount,28-11-2024,TRUE,30-11-2024 19:05,Director report around.,19:05:21,30-Nov-2024
alert177561,txn10077561,unusual_amount,15-04-2023,FALSE,,Defense gun life standard.,00:00:00,00-Jan-1900
alert190146,txn10090146,suspicious_login,01-01-2024,TRUE,03-01-2024 14:04,Read marriage tonight often.,14:04:12,03-Jan-2024
alert149055,txn10049055,suspicious_login,10-06-2025,TRUE,12-06-2025 23:10,All research wear I with.,23:10:39,12-Jun-2025
alert147693,txn10047693,unusual_amount,05-08-2025,TRUE,05-08-2025 16:51,Less office institution society seem figure.,16:51:09,05-Aug-2025
alert193629,txn10093629,frequent_failure,27-02-2025,TRUE,28-02-2025 16:28,Story also help special leader institution production different.,16:28:19,28-Feb-2025
alert171244,txn10071244,suspicious_login,04-12-2024,TRUE,04-12-2024 17:59,Maintain help court floor he wall.,17:59:19,04-Dec-2024
alert107275,txn10007275,suspicious_login,08-04-2025,TRUE,09-04-2025 09:44,I box notice off daughter.,09:44:31,09-Apr-2025
alert135960,txn10035960,frequent_failure,26-05-2024,FALSE,,Find blood practice three improve really.,00:00:00,00-Jan-1900
alert126383,txn10026383,frequent_failure,06-05-2025,TRUE,06-05-2025 14:32,Ask rather dark effect almost maintain appear offer.,14:32:42,06-May-2025
alert192608,txn10092608,unusual_amount,23-11-2024,TRUE,25-11-2024 13:01,Get management rest center.,13:01:45,25-Nov-2024
alert129442,txn10029442,unusual_time,27-07-2023,TRUE,28-07-2023 04:24,State similar easy hold.,04:24:19,28-Jul-2023
alert148639,txn10048639,unusual_time,25-05-2025,TRUE,27-05-2025 08:36,Less threat knowledge anyone show factor.,08:36:14,27-May-2025
alert128480,txn10028480,suspicious_login,21-07-2023,TRUE,23-07-2023 05:59,Both defense trouble community goal happy fill.,05:59:26,23-Jul-2023
alert160540,txn10060540,suspicious_login,03-06-2025,TRUE,05-06-2025 23:50,Eat money trip throughout fly in.,23:50:07,05-Jun-2025
alert121842,txn10021842,unusual_amount,04-07-2025,TRUE,04-07-2025 13:17,Republican staff despite image hair I.,13:17:00,04-Jul-2025
alert157216,txn10057216,unusual_amount,02-07-2025,TRUE,04-07-2025 05:46,Cup attention leave billion democratic around house environment.,05:46:42,04-Jul-2025
alert169504,txn10069504,unusual_amount,26-04-2025,TRUE,29-04-2025 12:07,Somebody nation between ball.,12:07:55,29-Apr-2025
alert108630,txn10008630,unusual_time,20-10-2022,TRUE,22-10-2022 08:53,Both serve few.,08:53:13,22-Oct-2022
alert176294,txn10076294,frequent_failure,08-11-2024,TRUE,10-11-2024 18:04,Computer herself answer anyone officer.,18:04:51,10-Nov-2024
alert163974,txn10063974,frequent_failure,09-01-2024,TRUE,10-01-2024 04:57,The stock again manage teacher her dog.,04:57:56,10-Jan-2024
alert171196,txn10071196,frequent_failure,14-07-2025,TRUE,16-07-2025 20:52,First prepare price thought win listen course coach.,20:52:32,16-Jul-2025
alert183104,txn10083104,suspicious_login,12-11-2021,TRUE,12-11-2021 08:00,Sort between friend evidence.,08:00:39,12-Nov-2021
alert106558,txn10006558,unusual_time,13-03-2025,TRUE,16-03-2025 13:29,Return exactly traditional.,13:29:01,16-Mar-2025
alert107065,txn10007065,unusual_amount,19-03-2025,TRUE,22-03-2025 05:08,Cover person culture.,05:08:54,22-Mar-2025
alert143937,txn10043937,frequent_failure,23-05-2025,TRUE,25-05-2025 08:19,Agency none such bad.,08:19:59,25-May-2025
alert153408,txn10053408,unusual_amount,26-05-2025,TRUE,27-05-2025 08:23,Skill recognize just focus know.,08:23:18,27-May-2025
alert136510,txn10036510,unusual_amount,11-07-2025,TRUE,14-07-2025 02:33,Watch case information because six sound science.,02:33:57,14-Jul-2025
alert131187,txn10031187,unusual_time,20-07-2025,TRUE,23-07-2025 22:34,Coach perhaps operation.,22:34:45,23-Jul-2025
alert164347,txn10064347,unusual_amount,26-05-2025,TRUE,27-05-2025 22:56,Thank whom generation consider part too.,22:56:17,27-May-2025
alert139250,txn10039250,frequent_failure,29-07-2025,TRUE,31-07-2025 05:36,Stay recognize job more.,05:36:24,31-Jul-2025
alert198113,txn10098113,unusual_amount,17-02-2025,TRUE,20-02-2025 05:32,Former hope almost stock.,05:32:27,20-Feb-2025
alert167592,txn10067592,suspicious_login,27-07-2025,TRUE,28-07-2025 09:58,Note away live here.,09:58:32,28-Jul-2025
alert163354,txn10063354,unusual_time,27-05-2025,TRUE,29-05-2025 17:23,Career evidence respond amount TV live.,17:23:43,29-May-2025
alert108981,txn10008981,unusual_amount,19-07-2025,TRUE,19-07-2025 12:44,Receive society citizen system he.,12:44:09,19-Jul-2025
alert130943,txn10030943,unusual_amount,05-03-2025,TRUE,05-03-2025 17:57,Often in explain which bag.,17:57:25,05-Mar-2025
alert165442,txn10065442,suspicious_login,27-04-2023,TRUE,27-04-2023 17:07,Approach garden different business draw.,17:07:07,27-Apr-2023
alert134712,txn10034712,suspicious_login,26-06-2023,TRUE,28-06-2023 03:15,Order develop my friend.,03:15:02,28-Jun-2023
alert186625,txn10086625,frequent_failure,05-03-2025,TRUE,05-03-2025 11:50,Seek let across itself paper impact.,11:50:15,05-Mar-2025
alert111710,txn10011710,frequent_failure,25-07-2024,TRUE,26-07-2024 23:56,Defense cell purpose key could worry history floor.,23:56:49,26-Jul-2024
alert161576,txn10061576,frequent_failure,28-07-2025,TRUE,31-07-2025 05:05,Speech fact than issue oil single letter.,05:05:26,31-Jul-2025
alert166622,txn10066622,suspicious_login,27-07-2025,TRUE,27-07-2025 09:00,Participant popular production arm.,09:00:36,27-Jul-2025
alert122679,txn10022679,unusual_time,29-05-2025,TRUE,30-05-2025 03:02,Itself side cover player peace.,03:02:27,30-May-2025
alert134361,txn10034361,suspicious_login,09-07-2025,TRUE,10-07-2025 19:27,Protect conference score skin interest art.,19:27:27,10-Jul-2025
alert123014,txn10023014,suspicious_login,16-07-2023,TRUE,18-07-2023 21:51,Position need police very agree Mrs tax.,21:51:31,18-Jul-2023
alert158590,txn10058590,suspicious_login,09-07-2025,TRUE,09-07-2025 10:52,Audience and size into chair face assume.,10:52:16,09-Jul-2025
alert158787,txn10058787,unusual_time,28-04-2025,TRUE,29-04-2025 16:52,Include road house her newspaper.,16:52:26,29-Apr-2025
alert107361,txn10007361,unusual_time,09-07-2025,TRUE,10-07-2025 22:40,Various term mission bed front prove.,22:40:52,10-Jul-2025
alert110132,txn10010132,unusual_time,18-05-2024,TRUE,21-05-2024 02:32,Agency require foot early kind on occur.,02:32:21,21-May-2024
alert174796,txn10074796,suspicious_login,28-12-2024,TRUE,29-12-2024 15:03,Soon parent cost book design time.,15:03:04,29-Dec-2024
alert159678,txn10059678,unusual_time,28-07-2024,TRUE,29-07-2024 19:13,Meet painting agreement open line.,19:13:42,29-Jul-2024
alert185633,txn10085633,unusual_amount,13-02-2025,TRUE,16-02-2025 14:34,Finish certain policy real.,14:34:40,16-Feb-2025
alert116284,txn10016284,unusual_time,02-07-2025,TRUE,03-07-2025 23:50,Professor four lawyer candidate.,23:50:38,03-Jul-2025
alert132840,txn10032840,unusual_time,27-05-2024,FALSE,,Lot sell according fine part side since war.,00:00:00,00-Jan-1900
alert190820,txn10090820,unusual_amount,29-08-2024,TRUE,31-08-2024 18:38,Student worry ask personal.,18:38:25,31-Aug-2024
alert135906,txn10035906,unusual_time,20-06-2024,TRUE,21-06-2024 03:51,Capital sister create main.,03:51:23,21-Jun-2024
alert191746,txn10091746,unusual_time,19-05-2025,TRUE,19-05-2025 11:50,Also million along which culture hard.,11:50:02,19-May-2025
alert194372,txn10094372,unusual_amount,07-05-2025,TRUE,09-05-2025 08:12,Part important send this face sea.,08:12:56,09-May-2025
alert178325,txn10078325,frequent_failure,02-09-2024,TRUE,04-09-2024 09:20,Always need impact explain customer.,09:20:57,04-Sep-2024
alert104007,txn10004007,unusual_amount,24-07-2025,TRUE,24-07-2025 19:07,Indeed full herself city dinner nation beat.,19:07:31,24-Jul-2025
alert194305,txn10094305,suspicious_login,25-02-2025,TRUE,26-02-2025 10:42,Hit anything inside.,10:42:15,26-Feb-2025
alert189723,txn10089723,frequent_failure,30-10-2024,TRUE,01-11-2024 12:59,Number decision fast those understand leave.,12:59:10,01-Nov-2024
alert134608,txn10034608,unusual_time,10-07-2024,TRUE,12-07-2024 03:34,Rate field indeed including serve.,03:34:20,12-Jul-2024
alert108392,txn10008392,unusual_amount,28-07-2025,TRUE,30-07-2025 01:07,Security yeah democratic head total bill recently force.,01:07:06,30-Jul-2025
alert179777,txn10079777,unusual_time,29-08-2023,TRUE,29-08-2023 08:08,Board college fall matter grow city.,08:08:25,29-Aug-2023
alert111181,txn10011181,unusual_time,18-07-2025,TRUE,20-07-2025 08:38,Push bar hair ago history suddenly.,08:38:34,20-Jul-2025
alert196517,txn10096517,frequent_failure,27-07-2025,TRUE,27-07-2025 16:20,Whole painting door.,16:20:24,27-Jul-2025
alert187570,txn10087570,frequent_failure,16-11-2024,TRUE,19-11-2024 02:30,Usually idea hold sell oil.,02:30:57,19-Nov-2024
alert136884,txn10036884,unusual_amount,22-02-2025,TRUE,24-02-2025 20:03,Forget last who official.,20:03:52,24-Feb-2025
alert105308,txn10005308,unusual_amount,05-08-2025,FALSE,,Computer manage organization debate people industry live.,00:00:00,00-Jan-1900
alert114361,txn10014361,unusual_time,21-03-2025,TRUE,22-03-2025 07:21,Actually many eye poor stage response.,07:21:23,22-Mar-2025
alert122046,txn10022046,frequent_failure,23-07-2025,TRUE,25-07-2025 02:47,Meeting fly us free feeling.,02:47:43,25-Jul-2025
alert143925,txn10043925,suspicious_login,31-07-2025,TRUE,31-07-2025 12:28,Great window over.,12:28:41,31-Jul-2025
alert171910,txn10071910,unusual_amount,05-07-2025,FALSE,,Body left financial sometimes determine.,00:00:00,00-Jan-1900
alert153508,txn10053508,unusual_amount,15-07-2025,TRUE,16-07-2025 12:29,Child bed professional type man.,12:29:56,16-Jul-2025
alert136879,txn10036879,suspicious_login,25-09-2024,FALSE,,Family control per smile rather nor first.,00:00:00,00-Jan-1900
alert119345,txn10019345,frequent_failure,12-03-2021,TRUE,14-03-2021 02:15,To growth him relate.,02:15:38,14-Mar-2021
alert104200,txn10004200,frequent_failure,09-08-2024,TRUE,10-08-2024 07:49,Challenge themselves sit here.,07:49:44,10-Aug-2024
alert199797,txn10099797,suspicious_login,12-03-2024,TRUE,14-03-2024 17:47,Town state nearly music bad.,17:47:04,14-Mar-2024
alert133627,txn10033627,unusual_amount,06-08-2025,TRUE,06-08-2025 08:06,Else people affect dinner final government first.,08:06:42,06-Aug-2025
alert163010,txn10063010,unusual_amount,19-05-2025,TRUE,21-05-2025 03:55,Manage family moment recently thus.,03:55:10,21-May-2025
alert174793,txn10074793,unusual_amount,18-02-2025,TRUE,19-02-2025 04:21,Seven could military technology some.,04:21:28,19-Feb-2025
alert193876,txn10093876,frequent_failure,25-01-2025,TRUE,25-01-2025 14:55,Least year which for.,14:55:36,25-Jan-2025
alert123272,txn10023272,suspicious_login,24-01-2025,TRUE,25-01-2025 01:28,Class these white political career popular address vote.,01:28:04,25-Jan-2025
alert183674,txn10083674,suspicious_login,15-04-2024,TRUE,18-04-2024 02:01,Major during change at growth business.,02:01:43,18-Apr-2024
alert164057,txn10064057,unusual_time,14-10-2024,TRUE,16-10-2024 04:32,With question threat history so.,04:32:39,16-Oct-2024
alert102373,txn10002373,unusual_amount,08-05-2025,TRUE,08-05-2025 18:18,Garden between first become loss continue.,18:18:48,08-May-2025
alert139517,txn10039517,suspicious_login,27-07-2025,FALSE,,Suggest baby television article.,00:00:00,00-Jan-1900
alert149753,txn10049753,frequent_failure,27-07-2025,TRUE,28-07-2025 11:12,Quickly partner until.,11:12:50,28-Jul-2025
alert156282,txn10056282,frequent_failure,04-03-2024,TRUE,06-03-2024 16:49,Long chair best four tonight coach firm example.,16:49:06,06-Mar-2024
alert101390,txn10001390,unusual_time,06-07-2025,FALSE,,Full lay political natural actually push ask.,00:00:00,00-Jan-1900
alert160664,txn10060664,frequent_failure,26-01-2024,TRUE,28-01-2024 21:19,Create conference member bed by mention finally particularly.,21:19:05,28-Jan-2024
alert180818,txn10080818,unusual_time,09-06-2025,TRUE,10-06-2025 11:56,Few offer talk avoid usually tree appear.,11:56:01,10-Jun-2025
alert141649,txn10041649,frequent_failure,04-03-2025,TRUE,05-03-2025 22:31,Show into country raise suffer.,22:31:07,05-Mar-2025
alert158869,txn10058869,unusual_amount,29-05-2025,FALSE,,Plant know big response news student present.,00:00:00,00-Jan-1900
alert129770,txn10029770,unusual_time,31-07-2025,TRUE,01-08-2025 22:59,Wind him off involve coach likely best.,22:59:32,01-Aug-2025
alert198337,txn10098337,suspicious_login,12-03-2025,TRUE,14-03-2025 11:08,Agency medical manage officer pressure simply move.,11:08:24,14-Mar-2025
alert148592,txn10048592,unusual_time,23-09-2023,TRUE,24-09-2023 03:27,Very city grow religious sister I deep tax.,03:27:52,24-Sep-2023
alert179231,txn10079231,suspicious_login,25-07-2025,TRUE,26-07-2025 11:56,Than someone year week.,11:56:43,26-Jul-2025
alert175587,txn10075587,unusual_time,29-07-2025,TRUE,30-07-2025 07:49,To case field dream enter at.,07:49:26,30-Jul-2025
alert152399,txn10052399,frequent_failure,23-06-2025,TRUE,26-06-2025 06:50,Perform rate specific father to official.,06:50:57,26-Jun-2025
alert179902,txn10079902,unusual_amount,03-05-2025,TRUE,06-05-2025 11:06,Dinner him sound good.,11:06:52,06-May-2025
alert105838,txn10005838,frequent_failure,30-09-2024,FALSE,,College black green process spend through letter.,00:00:00,00-Jan-1900
alert157383,txn10057383,frequent_failure,30-07-2025,TRUE,31-07-2025 09:30,Assume marriage may most.,09:30:51,31-Jul-2025
alert166859,txn10066859,suspicious_login,27-06-2025,TRUE,28-06-2025 20:35,Note land want realize building.,20:35:12,28-Jun-2025
alert110932,txn10010932,unusual_time,30-04-2025,FALSE,,Race music north wait listen base.,00:00:00,00-Jan-1900
alert152105,txn10052105,frequent_failure,31-08-2024,TRUE,02-09-2024 19:13,One they affect paper note condition listen important.,19:13:12,02-Sep-2024
alert164907,txn10064907,unusual_amount,13-05-2025,TRUE,16-05-2025 10:20,Vote different benefit trouble for evening first.,10:20:55,16-May-2025
alert136144,txn10036144,unusual_amount,05-11-2024,TRUE,07-11-2024 13:52,Particular perhaps behavior score power environmental.,13:52:56,07-Nov-2024
alert102950,txn10002950,unusual_time,15-03-2025,TRUE,18-03-2025 09:18,Past laugh color write trade history.,09:18:32,18-Mar-2025
