feedback_id,customer_id,date_submitted,feedback_text,satisfaction_score,issue_type,resolved,Resolved_bool,satisfaction_bool
fdbk103209,cust106409,02-02-2025,Media difference what require blue close similar red partner.,5,other,TRUE,1,4
fdbk103210,cust104310,15-07-2025,Answer raise paper interview grow we such.,5,fraud,TRUE,1,1
fdbk103211,cust100304,05-11-2024,Position pretty player huge mean size seem.,5,transaction,TRUE,1,2
fdbk103212,cust103500,10-06-2021,Half hope figure soldier serve federal read whole argue dog.,4,transaction,TRUE,1,2
fdbk103213,cust105777,01-08-2025,Product among face while law month affect.,3,fraud,TRUE,1,1
fdbk103214,cust105921,03-12-2023,Left entire personal staff drop.,4,transaction,TRUE,1,2
fdbk103215,cust106046,03-08-2023,Three church partner change thank throw environment offer ball.,4,transaction,TRUE,1,2
fdbk103216,cust104867,03-03-2022,By debate her suggest involve physical beautiful.,5,other,FALSE,0,4
fdbk103217,cust103060,21-08-2024,Bring director blue along serve other sense possible learn.,1,transaction,TRUE,1,2
fdbk103218,cust101495,22-11-2022,Student admit need positive away.,3,transaction,TRUE,1,2
fdbk103219,cust103803,26-07-2025,Especially the beat he drug space way anything skill peace.,1,transaction,FALSE,0,2
fdbk103220,cust103150,21-10-2022,Senior executive hair kid when any.,4,other,TRUE,1,4
fdbk103221,cust108053,25-08-2023,Half age be song seven gas dog form.,3,fraud,TRUE,1,1
fdbk103222,cust101207,21-04-2024,Social red watch peace particular.,3,transaction,TRUE,1,2
fdbk103223,cust107394,18-07-2025,College TV system light public range without rest quality.,3,other,TRUE,1,4
fdbk103224,cust106761,10-07-2025,Finish its produce similar consumer likely billion arm answer administration.,3,other,TRUE,1,4
fdbk103225,cust108881,13-10-2024,Weight he middle decide sort visit.,2,app_usability,FALSE,0,3
fdbk103226,cust105676,07-04-2023,Not score data range.,4,transaction,FALSE,0,2
fdbk103227,cust106076,12-12-2023,Dark each Congress executive dark office position long now.,5,transaction,TRUE,1,2
fdbk103228,cust107438,26-11-2024,Head world our point everybody firm lay down.,5,transaction,TRUE,1,2
fdbk103229,cust101691,15-04-2025,Bring consumer election deep risk capital now certain.,2,other,TRUE,1,4
fdbk103230,cust100515,12-09-2022,Throughout break thank your box safe by international suddenly happen yeah.,5,transaction,TRUE,1,2
fdbk103231,cust102238,21-03-2025,Heart look increase various country call decide member how.,3,transaction,TRUE,1,2
fdbk103232,cust105983,11-10-2023,White common ago day close.,5,fraud,TRUE,1,1
fdbk103233,cust102040,07-05-2025,Ok firm either positive happen yourself performance continue wonder.,4,fraud,TRUE,1,1
fdbk103234,cust105868,29-01-2025,Soldier election work every.,5,transaction,TRUE,1,2
fdbk103235,cust108102,18-10-2024,Cultural say you sell discussion defense include decision room.,3,app_usability,TRUE,1,3
fdbk103236,cust105935,28-12-2023,North art well often my edge imagine coach writer them.,3,transaction,TRUE,1,2
fdbk103237,cust107857,13-10-2024,Decision remain answer bill become next.,4,transaction,TRUE,1,2
fdbk103238,cust100805,29-05-2025,Run paper themselves season music.,3,fraud,TRUE,1,1
fdbk103239,cust102279,16-06-2024,While despite compare result cover type recognize responsibility health mind eat.,1,transaction,TRUE,1,2
fdbk103240,cust104911,27-06-2023,Hotel never long meet.,1,app_usability,TRUE,1,3
fdbk103241,cust108538,27-06-2023,Save determine home audience important nothing film magazine.,5,transaction,TRUE,1,2
fdbk103242,cust106953,27-12-2024,Plan purpose him as certain account value send wish.,2,other,TRUE,1,4
fdbk103243,cust103258,22-08-2020,These late ever PM democratic others game his office dream.,5,transaction,TRUE,1,2
fdbk103244,cust106148,10-10-2024,True nature bag among different break century president rich.,4,app_usability,FALSE,0,3
fdbk103245,cust105839,22-05-2023,Through wonder mouth tax left news thus top either high.,4,app_usability,TRUE,1,3
fdbk103246,cust101369,18-09-2023,Change authority read whole someone learn animal lead role language.,3,transaction,TRUE,1,2
fdbk103247,cust104517,08-05-2021,Anyone decision fast drug social media.,1,transaction,TRUE,1,2
fdbk103248,cust100992,13-01-2025,Point person example ask sign hope white marriage guy team.,4,transaction,FALSE,0,2
fdbk103249,cust105958,06-07-2025,Speak walk make accept else religious.,5,fraud,FALSE,0,1
fdbk103250,cust103116,17-02-2025,Site serious establish hair actually manage.,4,transaction,TRUE,1,2
fdbk103251,cust101117,21-08-2024,Situation board available deal allow star become building director.,4,app_usability,TRUE,1,3
fdbk103252,cust100978,28-03-2025,Eat land consider especially even majority tend.,4,app_usability,TRUE,1,3
fdbk103253,cust106362,15-07-2024,Whom conference them remember network above like measure eye federal.,3,transaction,TRUE,1,2
fdbk103254,cust106800,27-08-2023,Physical boy same finish through fact world among.,5,transaction,TRUE,1,2
fdbk103255,cust104221,20-06-2021,Appear town remain new left drug film role work.,3,transaction,TRUE,1,2
fdbk103256,cust107275,03-12-2024,Blue sort notice meeting next health.,1,app_usability,TRUE,1,3
fdbk103257,cust100651,15-02-2025,Per gun know spring million.,3,transaction,FALSE,0,2
fdbk103258,cust104085,14-11-2023,Office herself use nearly fine eye tend score entire figure.,3,fraud,TRUE,1,1
fdbk103259,cust107261,15-01-2025,Country trouble eight assume voice environment need car great born.,2,transaction,TRUE,1,2
fdbk103260,cust108034,02-06-2025,Recently develop stuff thus.,3,transaction,TRUE,1,2
fdbk103261,cust103671,14-06-2024,Partner factor sit person throughout why work since.,2,other,TRUE,1,4
fdbk103262,cust103462,08-09-2022,Suddenly play direction still left majority book Republican product process.,5,transaction,TRUE,1,2
fdbk103263,cust107566,10-09-2024,Yet this wait ago this entire say.,4,app_usability,TRUE,1,3
fdbk103264,cust109546,03-06-2024,Help force range wall goal attack.,5,fraud,TRUE,1,1
fdbk103265,cust108469,17-04-2025,Really us doctor direction agency market create lead case.,4,transaction,TRUE,1,2
fdbk103266,cust106572,13-05-2025,Agree them wall property believe white treat prevent beat.,2,transaction,TRUE,1,2
fdbk103267,cust103109,17-01-2025,Its fire there military rate wall speak.,2,app_usability,TRUE,1,3
fdbk103268,cust104320,18-07-2022,Change field against field pick as even smile education.,3,fraud,FALSE,0,1
fdbk103269,cust104039,29-07-2022,Her industry history rock indeed involve science.,4,transaction,TRUE,1,2
fdbk103270,cust104874,29-03-2023,Discussion media future executive.,1,transaction,TRUE,1,2
fdbk103271,cust105260,28-03-2025,Four establish perhaps cold weight.,1,transaction,FALSE,0,2
fdbk103272,cust106272,11-01-2025,Somebody challenge people recent city material physical ready save.,4,fraud,TRUE,1,1
fdbk103273,cust100627,12-06-2024,Foreign far candidate around worry me just child better.,3,transaction,TRUE,1,2
fdbk103274,cust108428,06-03-2023,Reduce number I company reason ten.,2,other,TRUE,1,4
fdbk103275,cust108575,07-07-2025,These economic card technology above director because card practice.,4,transaction,FALSE,0,2
fdbk103276,cust102057,13-06-2025,Produce service language chair very wind go environmental plant born.,5,transaction,TRUE,1,2
fdbk103277,cust103405,12-07-2025,Lot care second point candidate audience.,4,fraud,TRUE,1,1
fdbk103278,cust104976,09-08-2024,Find goal interview produce series common price.,2,app_usability,TRUE,1,3
fdbk103279,cust103824,08-12-2023,Response director make lot method growth cultural.,2,other,TRUE,1,4
fdbk103280,cust109352,21-10-2023,Who social degree century number radio meet look notice another.,3,other,TRUE,1,4
fdbk103281,cust106008,12-07-2025,Walk himself individual early clear window.,4,app_usability,TRUE,1,3
fdbk103282,cust103852,03-09-2024,The type become movement simple speech.,2,transaction,TRUE,1,2
fdbk103283,cust103536,17-09-2022,Along represent beautiful bit note general sell expect.,1,transaction,TRUE,1,2
fdbk103284,cust106160,10-06-2024,But suddenly or late present.,4,other,TRUE,1,4
fdbk103285,cust109393,23-09-2024,Recently argue hair TV decade catch Mr memory.,3,fraud,TRUE,1,1
fdbk103286,cust108318,31-01-2025,Despite prepare finish federal late here truth.,4,fraud,TRUE,1,1
fdbk103287,cust102630,21-07-2025,Stage decision those final Mr network.,1,transaction,TRUE,1,2
fdbk103288,cust107887,09-07-2024,Become this remember pull finally.,5,fraud,TRUE,1,1
fdbk103289,cust102648,19-06-2024,Computer value manager foot you sometimes data food must.,4,other,TRUE,1,4
fdbk103290,cust106158,28-02-2025,Generation later space bring reduce during election memory though success purpose.,5,transaction,TRUE,1,2
fdbk103291,cust107952,19-02-2023,Them test politics almost change.,4,fraud,TRUE,1,1
fdbk103292,cust100469,23-01-2025,Charge none create capital number.,3,transaction,FALSE,0,2
fdbk103293,cust103769,09-01-2025,Single president meeting along movement.,3,app_usability,FALSE,0,3
fdbk103294,cust109923,06-02-2025,Different audience I process nor.,4,other,TRUE,1,4
fdbk103295,cust100572,05-06-2024,Home news group tax perform ground any human modern.,4,fraud,TRUE,1,1
fdbk103296,cust104993,24-02-2022,Over leader real industry want clear character against.,5,app_usability,TRUE,1,3
fdbk103297,cust102166,13-08-2023,Ball mean than above shoulder.,5,other,TRUE,1,4
fdbk103298,cust104156,12-03-2024,Responsibility not strategy wish debate ask.,3,transaction,TRUE,1,2
fdbk103299,cust108585,12-03-2024,History head single citizen.,5,app_usability,TRUE,1,3
fdbk103300,cust103718,13-06-2024,Make write two anything also forward article.,4,transaction,TRUE,1,2
fdbk103301,cust108013,01-10-2022,Paper maybe season land record adult describe recently use.,3,fraud,TRUE,1,1
fdbk103302,cust104906,30-05-2025,Music impact read sure number ability focus least next.,4,transaction,TRUE,1,2
fdbk103303,cust102467,05-04-2025,Draw moment finally security position official name environmental.,1,transaction,TRUE,1,2
fdbk103304,cust104489,17-11-2024,Time of that specific candidate.,5,other,TRUE,1,4
fdbk103305,cust108040,26-12-2024,Area meeting bill among summer her across town central.,1,other,TRUE,1,4
fdbk103306,cust105644,20-09-2022,Late him write data miss senior finally picture world though.,5,other,TRUE,1,4
fdbk103307,cust103830,04-08-2025,We blood agreement white look provide.,2,other,TRUE,1,4
fdbk103308,cust107352,10-05-2025,Road need notice reality new than appear image.,5,transaction,TRUE,1,2
fdbk103309,cust109460,02-08-2025,Attention probably Mr community answer.,5,fraud,TRUE,1,1
fdbk103310,cust106716,08-03-2025,Message present case shake personal six.,5,app_usability,TRUE,1,3
fdbk103311,cust105523,07-08-2023,Participant either dark continue ground.,5,transaction,FALSE,0,2
fdbk103312,cust109933,14-12-2024,Social find risk stand plant brother audience particularly hear.,2,other,FALSE,0,4
fdbk103313,cust103882,24-04-2021,Base wife attorney win amount see year law.,4,transaction,FALSE,0,2
fdbk103314,cust107099,07-10-2022,Assume ground pretty describe speak.,5,app_usability,TRUE,1,3
fdbk103315,cust107626,11-08-2023,Human hour deal high themselves.,5,transaction,TRUE,1,2
fdbk103316,cust106335,04-05-2025,Language beyond be analysis show development.,5,transaction,TRUE,1,2
fdbk103317,cust107610,01-05-2025,Across any seem among important.,3,transaction,TRUE,1,2
fdbk103318,cust104969,25-03-2024,Glass heart out situation fire environment sure ground eat.,1,app_usability,TRUE,1,3
fdbk103319,cust108141,14-05-2021,Capital bed professional identify where walk turn appear pull approach.,1,transaction,TRUE,1,2
fdbk103320,cust107851,17-11-2023,Film worker pick name.,1,transaction,TRUE,1,2
fdbk103321,cust106386,23-06-2024,Thing president trial attorney will environmental hotel long window.,3,other,FALSE,0,4
fdbk103322,cust106938,28-08-2024,World mention structure medical rate top.,1,app_usability,TRUE,1,3
fdbk103323,cust109795,29-10-2022,They risk myself question provide despite.,4,other,TRUE,1,4
fdbk103324,cust105855,30-10-2023,Role pattern order hundred choice third shake avoid.,5,transaction,TRUE,1,2
fdbk103325,cust101916,09-04-2024,Article form see goal American product cup fact.,4,transaction,TRUE,1,2
fdbk103326,cust105105,13-05-2025,Draw future newspaper life she.,4,fraud,TRUE,1,1
fdbk103327,cust103644,01-06-2025,Professional significant expect fear last their gun soon magazine.,4,transaction,TRUE,1,2
fdbk103328,cust103878,10-12-2023,Adult work start consumer religious.,4,transaction,TRUE,1,2
fdbk103329,cust103551,28-06-2025,Provide remain may citizen including probably enjoy.,5,fraud,FALSE,0,1
fdbk103330,cust101594,25-07-2025,Series house sort respond hotel age gas agency.,4,fraud,TRUE,1,1
fdbk103331,cust107596,19-04-2023,Bad community attack land collection deep.,4,fraud,TRUE,1,1
fdbk103332,cust109455,17-05-2025,South personal focus late operation part story from long so.,5,app_usability,TRUE,1,3
fdbk103333,cust103898,24-07-2025,Hour sort member such situation window.,3,transaction,TRUE,1,2
fdbk103334,cust103944,13-06-2024,Two another assume four shake.,5,transaction,TRUE,1,2
fdbk103335,cust104773,15-02-2024,Including should idea political American meeting quite method benefit recognize.,2,transaction,TRUE,1,2
fdbk103336,cust100315,10-06-2022,Attorney probably resource stage garden end career interesting tree summer.,3,fraud,TRUE,1,1
fdbk103337,cust100464,20-12-2023,Short pass training foreign nation paper matter market teach.,5,fraud,TRUE,1,1
fdbk103338,cust101163,15-12-2023,How happen source market he former article course economy.,4,transaction,TRUE,1,2
fdbk103339,cust107523,23-04-2022,Morning usually market sea letter business.,4,other,TRUE,1,4
fdbk103340,cust108920,20-01-2025,Left walk collection sea manage.,1,transaction,TRUE,1,2
fdbk103341,cust101691,02-03-2025,Hair deal method author dream fact ever shoulder friend.,3,transaction,TRUE,1,2
fdbk103342,cust106912,04-03-2022,Individual worker little suddenly clear health dinner arrive.,4,transaction,TRUE,1,2
fdbk103343,cust105131,08-11-2024,Small read something machine lay watch say.,5,transaction,TRUE,1,2
fdbk103344,cust109140,18-05-2025,Lawyer window describe sit measure.,3,transaction,TRUE,1,2
fdbk103345,cust107349,28-04-2025,Growth officer state why assume try available couple.,2,transaction,TRUE,1,2
fdbk103346,cust100490,05-06-2025,Over prepare discussion source city court speech through.,5,transaction,TRUE,1,2
fdbk103347,cust101617,07-12-2023,Raise federal push chance individual beat age.,4,app_usability,TRUE,1,3
fdbk103348,cust109536,04-11-2022,Over western better feel increase so.,2,transaction,TRUE,1,2
fdbk103349,cust108389,07-05-2024,Agency suddenly light country need might serve.,5,transaction,FALSE,0,2
fdbk103350,cust106433,28-05-2025,Then teacher push term our contain general.,4,transaction,TRUE,1,2
fdbk103351,cust106259,12-08-2023,Media respond power later kitchen.,5,other,TRUE,1,4
fdbk103352,cust102284,24-02-2023,Sign base work window likely health large learn.,5,app_usability,TRUE,1,3
fdbk103353,cust103100,15-12-2023,Owner item face arrive lay summer you one.,1,fraud,TRUE,1,1
fdbk103354,cust106304,04-03-2021,Study miss small performance business read be quickly.,2,fraud,TRUE,1,1
fdbk103355,cust104849,05-07-2025,Interest read place reduce protect unit special choice area.,4,other,TRUE,1,4
fdbk103356,cust101779,19-05-2024,Edge put subject keep person fact knowledge.,5,fraud,TRUE,1,1
fdbk103357,cust101210,07-11-2023,Color full around Mr here it structure eight art wrong.,5,app_usability,FALSE,0,3
fdbk103358,cust106749,16-06-2025,Million admit camera work series citizen relate right training today.,5,transaction,TRUE,1,2
fdbk103359,cust109936,11-03-2025,Create themselves drug such soon threat between.,2,transaction,TRUE,1,2
fdbk103360,cust102176,15-08-2022,Forward player catch politics prevent more behind.,4,app_usability,TRUE,1,3
fdbk103361,cust108097,12-06-2023,Probably image law effect computer whole poor one skin along.,4,transaction,TRUE,1,2
fdbk103362,cust109883,27-06-2025,Work somebody many themselves thus doctor above key share top.,4,fraud,TRUE,1,1
fdbk103363,cust104891,23-07-2025,Must sea population media even.,3,app_usability,TRUE,1,3
fdbk103364,cust104550,23-02-2024,Start enter affect chance share.,5,transaction,FALSE,0,2
fdbk103365,cust104912,20-07-2025,There on spend create.,4,other,FALSE,0,4
fdbk103366,cust106151,16-06-2025,Very street knowledge somebody radio option Mrs answer whom player century.,4,transaction,TRUE,1,2
fdbk103367,cust102778,12-07-2025,Put population position wear nothing administration president thing almost watch role.,5,app_usability,TRUE,1,3
fdbk103368,cust107134,26-02-2025,To size night effect base maintain.,3,app_usability,TRUE,1,3
fdbk103369,cust106413,28-06-2025,Into enjoy book nor.,2,transaction,TRUE,1,2
fdbk103370,cust102220,05-07-2025,Personal car budget floor improve.,4,app_usability,TRUE,1,3
fdbk103371,cust100461,09-10-2022,Western cup sea effect learn create another fear activity medical.,5,transaction,TRUE,1,2
fdbk103372,cust102215,31-12-2021,Resource involve discover open shoulder measure herself treatment arrive turn.,4,app_usability,TRUE,1,3
fdbk103373,cust100857,08-03-2023,Black sense positive action.,5,transaction,TRUE,1,2
fdbk103374,cust101983,30-04-2025,Someone all message action woman executive bit.,2,app_usability,FALSE,0,3
fdbk103375,cust100850,26-03-2025,Surface bring tax someone owner pass decision effort.,3,transaction,FALSE,0,2
fdbk103376,cust107518,01-03-2023,Structure fire subject hot treatment.,5,other,FALSE,0,4
fdbk103377,cust108362,09-06-2025,Enter simply practice make build paper college care.,5,transaction,TRUE,1,2
fdbk103378,cust109757,21-07-2024,Look student hospital young ground own get wall.,4,transaction,TRUE,1,2
fdbk103379,cust108625,27-02-2022,Think season least religious arm.,5,app_usability,TRUE,1,3
fdbk103380,cust108865,04-11-2024,Left near party just enjoy maybe must operation even population.,3,transaction,TRUE,1,2
fdbk103381,cust109050,12-04-2025,International enjoy light room subject huge doctor against fall size.,3,transaction,TRUE,1,2
fdbk103382,cust109967,26-06-2025,Head worry stay determine performance spring bring bring result answer.,4,transaction,TRUE,1,2
fdbk103383,cust108798,16-10-2024,Game four meet former arm.,3,transaction,TRUE,1,2
fdbk103384,cust107609,20-03-2024,Explain girl understand appear activity start radio.,3,fraud,TRUE,1,1
fdbk103385,cust104919,24-04-2024,Stock appear first gas first.,3,other,FALSE,0,4
fdbk103386,cust108684,01-10-2024,Nice within yard teacher institution.,4,other,TRUE,1,4
fdbk103387,cust106636,26-08-2024,Start short fish power would growth.,4,transaction,TRUE,1,2
fdbk103388,cust101328,13-01-2025,Certain step great represent push will include market pull.,3,app_usability,TRUE,1,3
fdbk103389,cust105583,13-06-2025,Certainly quality point writer include identify performance people high trip.,5,transaction,TRUE,1,2
fdbk103390,cust104682,19-06-2023,Around dog parent room color store serve.,5,transaction,TRUE,1,2
fdbk103391,cust105779,13-07-2024,List themselves away person myself wish.,4,transaction,TRUE,1,2
fdbk103392,cust100859,03-08-2025,Your suddenly doctor good case least buy expert.,5,other,TRUE,1,4
fdbk103393,cust100748,04-09-2021,Peace PM people small TV.,3,other,TRUE,1,4
fdbk103394,cust106210,02-11-2024,Drug particular technology news return role knowledge behind.,2,transaction,TRUE,1,2
fdbk103395,cust109159,23-11-2024,Pull force score indeed coach summer much.,5,other,TRUE,1,4
fdbk103396,cust104528,14-09-2021,Her almost audience court difficult station service town land number.,3,app_usability,TRUE,1,3
fdbk103397,cust106418,17-03-2024,Near bed accept day street.,2,transaction,TRUE,1,2
fdbk103398,cust102779,20-04-2023,Building evening couple offer social develop plant store.,5,transaction,TRUE,1,2
fdbk103399,cust105742,09-09-2024,Success size arrive western our right nice southern above.,4,transaction,TRUE,1,2
fdbk103400,cust106559,01-07-2023,City second science take key group thing yet person.,1,transaction,TRUE,1,2
fdbk103401,cust101410,04-02-2023,Likely surface guess bar feeling summer throw century.,5,transaction,TRUE,1,2
fdbk103402,cust106439,28-02-2025,Free hour score reach along very remain.,3,fraud,TRUE,1,1
fdbk103403,cust104955,02-04-2023,Beat sense feel good wife green hospital chair foreign read.,4,fraud,TRUE,1,1
fdbk103404,cust103009,21-09-2022,Grow federal front ahead cut theory society cup painting.,4,transaction,TRUE,1,2
fdbk103405,cust104690,24-09-2023,Military production especially nice fund huge visit.,4,fraud,TRUE,1,1
fdbk103406,cust101178,07-06-2024,Interview article line word full wife international sure tax senior.,2,fraud,TRUE,1,1
fdbk103407,cust106256,24-12-2023,Federal listen leader evidence beautiful Mrs wrong message themselves lot.,3,other,TRUE,1,4
fdbk103408,cust108502,26-06-2025,Democrat energy information by quality already buy hotel about.,4,transaction,TRUE,1,2
fdbk103409,cust107448,05-01-2024,Minute large first another deep.,5,app_usability,FALSE,0,3
fdbk103410,cust106934,30-05-2024,Add education base charge pattern your budget wonder.,5,app_usability,TRUE,1,3
fdbk103411,cust109209,25-06-2025,Report dinner kid step mission team drug.,5,app_usability,TRUE,1,3
fdbk103412,cust103205,31-08-2021,Arm model big possible ahead significant.,1,other,TRUE,1,4
fdbk103413,cust105057,12-05-2025,Focus site manager economic article north television painting.,3,transaction,TRUE,1,2
fdbk103414,cust108153,09-12-2023,Research source necessary trade teacher culture than.,4,fraud,TRUE,1,1
fdbk103415,cust108391,01-10-2023,Ten look detail western administration information small resource wish among.,3,fraud,TRUE,1,1
fdbk103416,cust104227,13-01-2025,Send owner run direction behavior a democratic attention energy good.,4,transaction,TRUE,1,2
fdbk103417,cust108025,16-03-2024,Single staff per high call strategy world responsibility.,5,transaction,FALSE,0,2
fdbk103418,cust106245,15-06-2024,Bad bed picture let happen.,5,transaction,TRUE,1,2
fdbk103419,cust103496,01-12-2023,Meet community hand parent leader save thank similar staff help.,4,app_usability,TRUE,1,3
fdbk103420,cust100767,23-10-2024,Bag close somebody exist huge energy service.,5,transaction,TRUE,1,2
fdbk103421,cust104580,25-06-2023,Stop than many piece month enter.,2,transaction,TRUE,1,2
fdbk103422,cust104051,02-02-2023,Team interesting security wall nice close.,4,app_usability,TRUE,1,3
fdbk103423,cust105835,29-05-2024,Increase attack Mr TV sport study travel.,5,fraud,FALSE,0,1
fdbk103424,cust108807,02-06-2022,War care important assume year happen second.,5,transaction,TRUE,1,2
fdbk103425,cust104513,28-06-2025,Material approach I beyond activity.,4,transaction,TRUE,1,2
fdbk103426,cust104416,06-05-2024,Fill opportunity spring nor.,1,transaction,TRUE,1,2
fdbk103427,cust103152,27-07-2023,Me central yeah fight concern last good.,4,transaction,TRUE,1,2
fdbk103428,cust101821,09-11-2024,Any seem marriage civil hotel thing already ok.,1,transaction,FALSE,0,2
fdbk103429,cust108049,08-06-2025,Or pull movement college ok fire safe week forget fund.,2,transaction,TRUE,1,2
fdbk103430,cust106565,23-05-2025,Edge music stand it require detail.,3,app_usability,TRUE,1,3
fdbk103431,cust106531,11-03-2024,Recently garden character think center thank beautiful hospital.,5,other,TRUE,1,4
fdbk103432,cust108975,26-07-2025,Hour political effort outside building color my civil.,3,transaction,TRUE,1,2
fdbk103433,cust107439,28-07-2025,Dark door interview early subject nor they oil.,5,fraud,TRUE,1,1
fdbk103434,cust105949,24-06-2023,Herself fall structure force economic sell measure remember structure player.,2,transaction,TRUE,1,2
fdbk103435,cust109412,14-05-2024,Admit growth we argue tend provide step might boy.,5,other,TRUE,1,4
fdbk103436,cust107052,10-05-2024,Town easy to character fly.,4,transaction,TRUE,1,2
fdbk103437,cust109745,23-12-2024,Usually reveal establish everybody find single hold his.,2,transaction,TRUE,1,2
fdbk103438,cust107336,07-12-2023,Control control audience analysis Congress such trade.,1,transaction,FALSE,0,2
fdbk103439,cust102481,17-09-2022,Ground low nothing move food whose see church maintain Mr.,4,app_usability,TRUE,1,3
fdbk103440,cust106591,27-05-2024,Fine part deep guess moment book tend.,4,transaction,TRUE,1,2
fdbk103441,cust106574,24-07-2025,Dark area soon determine home risk quite.,4,other,TRUE,1,4
fdbk103442,cust106171,03-02-2025,Forget themselves between mind support four minute.,5,fraud,TRUE,1,1
fdbk103443,cust101135,04-04-2025,Hard piece part learn adult.,5,other,TRUE,1,4
fdbk103444,cust102037,24-07-2025,Interest most type court third teach blood myself consider final.,2,transaction,TRUE,1,2
fdbk103445,cust104688,01-05-2025,Feeling him represent job clear physical life.,4,transaction,TRUE,1,2
fdbk103446,cust108140,05-06-2024,Building could they ago allow training provide realize.,2,transaction,FALSE,0,2
fdbk103447,cust109199,28-08-2022,Same official expert many local worry whose.,5,transaction,TRUE,1,2
fdbk103448,cust103308,18-01-2025,Positive animal course laugh technology hair hold produce drive yard.,4,fraud,FALSE,0,1
fdbk103449,cust104524,24-07-2025,Partner east make show bed.,4,app_usability,FALSE,0,3
fdbk103450,cust103565,28-07-2025,Turn table technology class type.,1,transaction,TRUE,1,2
fdbk103451,cust100543,07-03-2025,Bank range western very value blue possible drive.,4,app_usability,TRUE,1,3
fdbk103452,cust103033,22-07-2025,Oil blood perhaps month.,1,transaction,TRUE,1,2
fdbk103453,cust101713,10-05-2025,Push tonight about play rather.,4,transaction,TRUE,1,2
fdbk103454,cust108226,12-01-2025,Exist throughout other fall blue prove gun member true.,2,transaction,TRUE,1,2
fdbk103455,cust103514,05-12-2022,Fact out all Democrat teach.,4,transaction,TRUE,1,2
fdbk103456,cust100914,06-02-2025,Standard maintain interesting friend dog certainly cup.,4,other,TRUE,1,4
fdbk103457,cust104652,16-11-2022,Foot strong everyone degree star fall page.,5,transaction,TRUE,1,2
fdbk103458,cust102920,20-12-2024,Moment trouble hold wind happen meeting rest machine.,3,app_usability,TRUE,1,3
fdbk103459,cust100937,13-02-2023,Let sort simple certainly herself wish animal wrong change answer.,3,transaction,TRUE,1,2
fdbk103460,cust108434,08-12-2021,Evidence local decade worker federal series toward.,5,transaction,TRUE,1,2
fdbk103461,cust109910,19-03-2025,Resource possible record attention culture letter board rule.,5,transaction,TRUE,1,2
fdbk103462,cust105335,28-03-2022,Class kind reality hundred production feeling standard experience yard than.,4,transaction,TRUE,1,2
fdbk103463,cust108729,16-12-2024,Think place hospital often manager sign whom security.,5,app_usability,TRUE,1,3
fdbk103464,cust109156,14-06-2025,Stay glass wide when view.,4,transaction,TRUE,1,2
fdbk103465,cust103304,18-05-2024,Wrong white great fear heavy test land many.,3,app_usability,TRUE,1,3
fdbk103466,cust107464,09-09-2022,Recently generation side add whom strategy.,2,transaction,TRUE,1,2
fdbk103467,cust100946,07-07-2022,Realize Republican quickly can financial no field be.,3,transaction,TRUE,1,2
fdbk103468,cust107205,25-01-2023,Hotel talk blue change project country like company clearly note.,3,transaction,FALSE,0,2
fdbk103469,cust108882,07-04-2024,Staff hotel leader face crime fight religious impact.,5,other,FALSE,0,4
fdbk103470,cust109716,08-10-2021,Raise necessary word peace describe size.,2,fraud,TRUE,1,1
fdbk103471,cust100840,04-03-2024,Two question kitchen make.,5,transaction,TRUE,1,2
fdbk103472,cust105202,14-04-2025,Try amount heart need but education.,3,fraud,TRUE,1,1
fdbk103473,cust108147,11-08-2024,Anything message message indeed green.,4,transaction,TRUE,1,2
fdbk103474,cust109823,23-03-2025,Clear truth science area subject professional.,5,other,TRUE,1,4
fdbk103475,cust104911,13-10-2022,Notice seek keep husband respond.,4,transaction,TRUE,1,2
fdbk103476,cust107363,08-03-2024,Value leg threat girl conference own.,3,transaction,TRUE,1,2
fdbk103477,cust102572,01-12-2022,Resource change prove staff marriage throughout summer create.,4,transaction,TRUE,1,2
fdbk103478,cust100141,12-07-2024,Trade later you meeting here most moment blood question.,2,transaction,TRUE,1,2
fdbk103479,cust102605,07-06-2024,Parent international hotel study sea.,5,app_usability,TRUE,1,3
fdbk103480,cust101611,26-09-2023,Nation side contain say several task plant.,4,transaction,TRUE,1,2
fdbk103481,cust104036,26-08-2023,Too office candidate opportunity easy how yeah eat.,5,transaction,TRUE,1,2
fdbk103482,cust109094,20-12-2022,Test least find discover poor explain seek.,5,app_usability,FALSE,0,3
fdbk103483,cust103454,27-07-2025,Live also professor figure suggest.,1,app_usability,TRUE,1,3
fdbk103484,cust101945,12-12-2024,Whom former somebody car bring news.,1,transaction,TRUE,1,2
fdbk103485,cust109613,29-03-2024,From concern agency prevent level kind draw.,2,other,TRUE,1,4
fdbk103486,cust108444,28-06-2024,Political method across father trouble whom station chair.,4,fraud,TRUE,1,1
fdbk103487,cust103964,31-05-2025,Floor spend news day year maintain role.,4,transaction,TRUE,1,2
fdbk103488,cust106076,17-01-2024,Maybe place kind appear herself trouble lot.,4,transaction,TRUE,1,2
fdbk103489,cust106588,18-11-2023,Evidence benefit each help matter seem eye wife career.,1,transaction,TRUE,1,2
fdbk103490,cust109957,17-12-2024,Or mother their whom kitchen dark continue sometimes cup those candidate.,1,transaction,TRUE,1,2
fdbk103491,cust106246,10-04-2025,That teach fine send consider simple environment respond deep.,2,transaction,TRUE,1,2
